Method,Path,Domain,Controller,OperationId,Auth,UI Usage
POST,/api/customer/{customerId}/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,assignDashboardToCustomer,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
DELETE,/api/customer/{customerId}/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,unassignDashboardFromCustomer,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/dashboard/{dashboardId}/customers,Dashboard / Widgets,DashboardController,updateDashboardCustomers,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/dashboard/{dashboardId}/customers/add,Dashboard / Widgets,DashboardController,addDashboardCustomers,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/dashboard/{dashboardId}/customers/remove,Dashboard / Widgets,DashboardController,removeDashboardCustomers,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/customer/public/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,assignDashboardToPublicCustomer,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
DELETE,/api/customer/public/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,unassignDashboardFromPublicCustomer,hasAuthority('SYS_ADMIN'),dashboard.service.ts
GET,/api/tenant/{tenantId}/dashboards,Dashboard / Widgets,DashboardController,getTenantDashboardsByTenantId,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
GET,/api/tenant/dashboards,Dashboard / Widgets,DashboardController,getTenantDashboards,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","dashboard.service.ts, entity.service.ts"
GET,/api/customer/{customerId}/dashboards,Dashboard / Widgets,DashboardController,getCustomerDashboards,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","dashboard.service.ts, entity.service.ts"
GET,/api/dashboard/home,Dashboard / Widgets,DashboardController,getHomeDashboard,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",dashboard.service.ts
GET,/api/dashboard/home/info,Dashboard / Widgets,DashboardController,getHomeDashboardInfo,hasAuthority('TENANT_ADMIN'),
GET,/api/tenant/dashboard/home/info,Dashboard / Widgets,DashboardController,getTenantHomeDashboardInfo,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/tenant/dashboard/home/info,Dashboard / Widgets,DashboardController,setTenantHomeDashboardInfo,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/edge/{edgeId}/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,assignDashboardToEdge,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
DELETE,/api/edge/{edgeId}/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,unassignDashboardFromEdge,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",dashboard.service.ts
GET,/api/edge/{edgeId}/dashboards,Dashboard / Widgets,DashboardController,getEdgeDashboards,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","dashboard.service.ts, entity.service.ts"
GET,/api/dashboards,Dashboard / Widgets,DashboardController,getDashboardsByIdsV1,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/dashboards/list,Dashboard / Widgets,DashboardController,getDashboardsByIds,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
POST,/api/relation,Entity Relations,EntityRelationController,saveRelationV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
POST,/api/v2/relation,Entity Relations,EntityRelationController,saveRelation,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
DELETE,/api/relation,Entity Relations,EntityRelationController,deleteRelationV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
DELETE,/api/v2/relation,Entity Relations,EntityRelationController,deleteRelation,"hasAnyAuthority('SYS_ADMIN','TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
DELETE,/api/relations,Entity Relations,EntityRelationController,deleteRelations,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relation,Entity Relations,EntityRelationController,getRelation,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations,Entity Relations,EntityRelationController,findByFrom,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations/from/{fromType}/{fromId},Entity Relations,EntityRelationController,findEntityRelationsByFrom,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/relations/info,Entity Relations,EntityRelationController,findInfoByFrom,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations/info/from/{fromType}/{fromId},Entity Relations,EntityRelationController,findEntityRelationInfosByFrom,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/relations,Entity Relations,EntityRelationController,findByFrom,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations/from/{fromType}/{fromId}/{relationType},Entity Relations,EntityRelationController,findEntityRelationsByFromAndRelationType,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/relations,Entity Relations,EntityRelationController,findByTo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations/to/{toType}/{toId},Entity Relations,EntityRelationController,findEntityRelationsByTo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/relations/info,Entity Relations,EntityRelationController,findInfoByTo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations/info/to/{toType}/{toId},Entity Relations,EntityRelationController,findEntityRelationInfosByTo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/relations,Entity Relations,EntityRelationController,findByTo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/relations/to/{toType}/{toId}/{relationType},Entity Relations,EntityRelationController,findEntityRelationsByToAndRelationType,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
POST,/api/relations,Entity Relations,EntityRelationController,findEntityRelationsByQuery,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
POST,/api/relations/info,Entity Relations,EntityRelationController,findEntityRelationInfosByQuery,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",entity-relation.service.ts
GET,/api/widgetsBundle/{widgetsBundleId},Dashboard / Widgets,WidgetsBundleController,getWidgetsBundleById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
POST,/api/widgetsBundle,Dashboard / Widgets,WidgetsBundleController,saveWidgetsBundle,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
POST,/api/widgetsBundle/{widgetsBundleId}/widgetTypes,Dashboard / Widgets,WidgetsBundleController,updateWidgetsBundleWidgetTypes,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
POST,/api/widgetsBundle/{widgetsBundleId}/widgetTypeFqns,Dashboard / Widgets,WidgetsBundleController,updateWidgetsBundleWidgetFqns,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
DELETE,/api/widgetsBundle/{widgetsBundleId},Dashboard / Widgets,WidgetsBundleController,deleteWidgetsBundle,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",widget.service.ts
GET,/api/widgetsBundles,Dashboard / Widgets,WidgetsBundleController,getWidgetsBundles,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, widget.service.ts"
GET,/api/widgetsBundles,Dashboard / Widgets,WidgetsBundleController,getWidgetsBundlesV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",widget.service.ts
GET,/api/widgetsBundles/all,Dashboard / Widgets,WidgetsBundleController,getAllWidgetsBundles,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",widget.service.ts
GET,/api/widgetsBundles,Dashboard / Widgets,WidgetsBundleController,getWidgetsBundlesByIds,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, widget.service.ts"
GET,/api/widgetsBundles/list,Dashboard / Widgets,WidgetsBundleController,getWidgetsBundlesList,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
POST,/api/entities/vc/version,Internal / System APIs,EntitiesVersionControlController,saveEntitiesVersion,hasAuthority('TENANT_ADMIN'),entities-version-control.service.ts
GET,/api/entities/vc/version/{requestId}/status,Internal / System APIs,EntitiesVersionControlController,getVersionCreateRequestStatus,None,entities-version-control.service.ts
GET,/api/entities/vc/version/{entityType}/{externalEntityUuid},Internal / System APIs,EntitiesVersionControlController,listEntityVersions,None,entities-version-control.service.ts
GET,/api/entities/vc/version/{entityType},Internal / System APIs,EntitiesVersionControlController,listEntityTypeVersions,None,entities-version-control.service.ts
GET,/api/entities/vc/version,Internal / System APIs,EntitiesVersionControlController,listVersions,None,entities-version-control.service.ts
GET,/api/entities/vc/entity/{entityType}/{versionId},Internal / System APIs,EntitiesVersionControlController,listEntitiesAtVersion,None,entities-version-control.service.ts
GET,/api/entities/vc/entity/{versionId},Internal / System APIs,EntitiesVersionControlController,listAllEntitiesAtVersion,None,
GET,/api/entities/vc/info/{versionId}/{entityType}/{externalEntityUuid},Internal / System APIs,EntitiesVersionControlController,getEntityDataInfo,None,entities-version-control.service.ts
GET,/api/entities/vc/diff/{entityType}/{internalEntityUuid},Internal / System APIs,EntitiesVersionControlController,compareEntityDataToVersion,None,entities-version-control.service.ts
POST,/api/entities/vc/entity,Internal / System APIs,EntitiesVersionControlController,loadEntitiesVersion,None,entities-version-control.service.ts
GET,/api/entities/vc/entity/{requestId}/status,Internal / System APIs,EntitiesVersionControlController,getVersionLoadRequestStatus,None,entities-version-control.service.ts
GET,/api/entities/vc/branches,Internal / System APIs,EntitiesVersionControlController,listBranches,None,entities-version-control.service.ts
POST,/api/notification/template,Notifications,NotificationTemplateController,saveNotificationTemplate,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/template/{id},Notifications,NotificationTemplateController,getNotificationTemplateById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/templates,Notifications,NotificationTemplateController,getNotificationTemplates,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","entity.service.ts, notification.service.ts"
DELETE,/api/notification/template/{id},Notifications,NotificationTemplateController,deleteNotificationTemplateById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/slack/conversations,Notifications,NotificationTemplateController,listSlackConversations,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/system/info,Admin / Settings,SystemInfoController,getSystemVersionInfo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/system/params,Admin / Settings,SystemInfoController,getSystemParams,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",auth.service.ts
GET,/api/2fa/account/settings,Authentication & Authorization,TwoFactorAuthConfigController,getAccountTwoFaSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER', 'MFA_CONFIGURATION_TOKEN')",two-factor-authentication.service.ts
POST,/api/2fa/account/config/generate,Authentication & Authorization,TwoFactorAuthConfigController,generateTwoFaAccountConfig,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER', 'MFA_CONFIGURATION_TOKEN')",two-factor-authentication.service.ts
POST,/api/2fa/account/config/submit,Authentication & Authorization,TwoFactorAuthConfigController,submitTwoFaAccountConfig,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER', 'MFA_CONFIGURATION_TOKEN')",two-factor-authentication.service.ts
POST,/api/2fa/account/config,Authentication & Authorization,TwoFactorAuthConfigController,verifyAndSaveTwoFaAccountConfig,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER', 'MFA_CONFIGURATION_TOKEN')",two-factor-authentication.service.ts
PUT,/api/2fa/account/config,Authentication & Authorization,TwoFactorAuthConfigController,updateTwoFaAccountConfig,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",two-factor-authentication.service.ts
DELETE,/api/2fa/account/config,Authentication & Authorization,TwoFactorAuthConfigController,deleteTwoFaAccountConfig,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",two-factor-authentication.service.ts
GET,/api/2fa/providers,Authentication & Authorization,TwoFactorAuthConfigController,getAvailableTwoFaProviderTypes,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER', 'MFA_CONFIGURATION_TOKEN')","auth.service.ts, two-factor-authentication.service.ts"
GET,/api/2fa/settings,Authentication & Authorization,TwoFactorAuthConfigController,getPlatformTwoFaSettings,hasAnyAuthority('SYS_ADMIN'),two-factor-authentication.service.ts
POST,/api/2fa/settings,Authentication & Authorization,TwoFactorAuthConfigController,savePlatformTwoFaSettings,hasAnyAuthority('SYS_ADMIN'),two-factor-authentication.service.ts
GET,/api/usage,Admin / Settings,UsageInfoController,getTenantUsageInfo,hasAuthority('TENANT_ADMIN'),usage-info.service.ts
GET,/api/v1/{deviceToken}/attributes,OTA / Edge / Provisioning,DeviceApiController,getDeviceAttributes,None,
POST,/api/v1/{deviceToken}/attributes,OTA / Edge / Provisioning,DeviceApiController,postDeviceAttributes,None,
POST,/api/v1/{deviceToken}/telemetry,OTA / Edge / Provisioning,DeviceApiController,postTelemetry,None,
POST,/api/v1/{deviceToken}/claim,OTA / Edge / Provisioning,DeviceApiController,saveClaimingInfo,None,
GET,/api/v1/{deviceToken}/rpc,OTA / Edge / Provisioning,DeviceApiController,subscribeToCommands,None,
POST,/api/v1/{deviceToken}/rpc/{requestId},OTA / Edge / Provisioning,DeviceApiController,replyToCommand,None,
POST,/api/v1/{deviceToken}/rpc,OTA / Edge / Provisioning,DeviceApiController,postRpcRequest,None,
GET,/api/v1/{deviceToken}/attributes/updates,OTA / Edge / Provisioning,DeviceApiController,subscribeToAttributes,None,
GET,/api/v1/{deviceToken}/firmware,OTA / Edge / Provisioning,DeviceApiController,getFirmware,None,
GET,/api/v1/{deviceToken}/software,OTA / Edge / Provisioning,DeviceApiController,getSoftware,None,
POST,/api/v1/provision,OTA / Edge / Provisioning,DeviceApiController,provisionDevice,None,
GET,/api/edqs/ready,Internal / System APIs,EdqsController,isReady,None,
